,Unnamed: 0,file_name,dl_mapping_code,dl_name,bbox,cropped_fname
3045,3045,K-005094-005886-012778-037777_0_2_0_2_75_000_200.png,K-037777,알바스테인캡슐(에르도스테인),"[584, 68, 260, 481]",K-005094-005886-012778-037777_0_2_0_2_75_000_200.png-K-037777-3045.png
3046,3046,K-005094-005886-012778-037777_0_2_0_2_90_000_200.png,K-037777,알바스테인캡슐(에르도스테인),"[593, 56, 249, 460]",K-005094-005886-012778-037777_0_2_0_2_90_000_200.png-K-037777-3046.png
3047,3047,K-005094-005886-012778-038954_0_2_0_2_70_000_200.png,K-005094,삼남건조수산화알루미늄겔정,"[546, 185, 274, 271]",K-005094-005886-012778-038954_0_2_0_2_70_000_200.png-K-005094-3047.png
3048,3048,K-005094-005886-012778-038954_0_2_0_2_75_000_200.png,K-005094,삼남건조수산화알루미늄겔정,"[113, 818, 283, 281]",K-005094-005886-012778-038954_0_2_0_2_75_000_200.png-K-005094-3048.png
3049,3049,K-005094-005886-012778-038954_0_2_0_2_90_000_200.png,K-005094,삼남건조수산화알루미늄겔정,"[110, 807, 281, 275]",K-005094-005886-012778-038954_0_2_0_2_90_000_200.png-K-005094-3049.png
3050,3050,K-005094-005886-012778-038954_0_2_0_2_70_000_200.png,K-005886,타이레놀이알서방정(아세트아미노펜)(수출용),"[112, 80, 232, 481]",K-005094-005886-012778-038954_0_2_0_2_70_000_200.png-K-005886-3050.png
3051,3051,K-005094-005886-012778-038954_0_2_0_2_75_000_200.png,K-005886,타이레놀이알서방정(아세트아미노펜)(수출용),"[607, 684, 240, 509]",K-005094-005886-012778-038954_0_2_0_2_75_000_200.png-K-005886-3051.png
3052,3052,K-005094-005886-012778-038954_0_2_0_2_90_000_200.png,K-005886,타이레놀이알서방정(아세트아미노펜)(수출용),"[600, 681, 227, 494]",K-005094-005886-012778-038954_0_2_0_2_90_000_200.png-K-005886-3052.png
3053,3053,K-005094-005886-012778-038954_0_2_0_2_70_000_200.png,K-012778,다보타민큐정 10mg/병,"[572, 611, 285, 529]",K-005094-005886-012778-038954_0_2_0_2_70_000_200.png-K-012778-3053.png
3054,3054,K-005094-005886-012778-038954_0_2_0_2_75_000_200.png,K-012778,다보타민큐정 10mg/병,"[89, 72, 280, 557]",K-005094-005886-012778-038954_0_2_0_2_75_000_200.png-K-012778-3054.png
3055,3055,K-005094-005886-012778-038954_0_2_0_2_90_000_200.png,K-012778,다보타민큐정 10mg/병,"[82, 66, 299, 520]",K-005094-005886-012778-038954_0_2_0_2_90_000_200.png-K-012778-3055.png
3056,3056,K-005094-005886-012778-038954_0_2_0_2_70_000_200.png,K-038954,뮤코원캡슐(에르도스테인),"[72, 689, 251, 469]",K-005094-005886-012778-038954_0_2_0_2_70_000_200.png-K-038954-3056.png
3057,3057,K-005094-005886-012778-038954_0_2_0_2_75_000_200.png,K-038954,뮤코원캡슐(에르도스테인),"[602, 91, 263, 461]",K-005094-005886-012778-038954_0_2_0_2_75_000_200.png-K-038954-3057.png
3058,3058,K-005094-005886-012778-038954_0_2_0_2_90_000_200.png,K-038954,뮤코원캡슐(에르도스테인),"[618, 61, 248, 465]",K-005094-005886-012778-038954_0_2_0_2_90_000_200.png-K-038954-3058.png
3059,3059,K-005094-005886-012778-044834_0_2_0_2_70_000_200.png,K-005094,삼남건조수산화알루미늄겔정,"[549, 186, 271, 270]",K-005094-005886-012778-044834_0_2_0_2_70_000_200.png-K-005094-3059.png
3060,3060,K-005094-005886-012778-044834_0_2_0_2_75_000_200.png,K-005094,삼남건조수산화알루미늄겔정,"[113, 818, 283, 282]",K-005094-005886-012778-044834_0_2_0_2_75_000_200.png-K-005094-3060.png
3061,3061,K-005094-005886-012778-044834_0_2_0_2_90_000_200.png,K-005094,삼남건조수산화알루미늄겔정,"[111, 805, 277, 276]",K-005094-005886-012778-044834_0_2_0_2_90_000_200.png-K-005094-3061.png
3062,3062,K-005094-005886-012778-044834_0_2_0_2_70_000_200.png,K-005886,타이레놀이알서방정(아세트아미노펜)(수출용),"[115, 78, 229, 481]",K-005094-005886-012778-044834_0_2_0_2_70_000_200.png-K-005886-3062.png
3063,3063,K-005094-005886-012778-044834_0_2_0_2_75_000_200.png,K-005886,타이레놀이알서방정(아세트아미노펜)(수출용),"[607, 686, 237, 506]",K-005094-005886-012778-044834_0_2_0_2_75_000_200.png-K-005886-3063.png
3064,3064,K-005094-005886-012778-044834_0_2_0_2_90_000_200.png,K-005886,타이레놀이알서방정(아세트아미노펜)(수출용),"[599, 681, 227, 497]",K-005094-005886-012778-044834_0_2_0_2_90_000_200.png-K-005886-3064.png
3065,3065,K-005094-005886-012778-044834_0_2_0_2_70_000_200.png,K-012778,다보타민큐정 10mg/병,"[493, 628, 373, 487]",K-005094-005886-012778-044834_0_2_0_2_70_000_200.png-K-012778-3065.png
3066,3066,K-005094-005886-012778-044834_0_2_0_2_75_000_200.png,K-012778,다보타민큐정 10mg/병,"[105, 131, 347, 477]",K-005094-005886-012778-044834_0_2_0_2_75_000_200.png-K-012778-3066.png
3067,3067,K-005094-005886-012778-044834_0_2_0_2_90_000_200.png,K-012778,다보타민큐정 10mg/병,"[599, 681, 227, 497]",K-005094-005886-012778-044834_0_2_0_2_90_000_200.png-K-012778-3067.png
3068,3068,K-005094-005886-012778-044834_0_2_0_2_70_000_200.png,K-044834,엘스테인정(에르도스테인),"[88, 758, 281, 281]",K-005094-005886-012778-044834_0_2_0_2_70_000_200.png-K-044834-3068.png
3069,3069,K-005094-005886-012778-044834_0_2_0_2_75_000_200.png,K-044834,엘스테인정(에르도스테인),"[564, 230, 267, 265]",K-005094-005886-012778-044834_0_2_0_2_75_000_200.png-K-044834-3069.png
3070,3070,K-005094-005886-012778-044834_0_2_0_2_90_000_200.png,K-044834,엘스테인정(에르도스테인),"[569, 193, 274, 274]",K-005094-005886-012778-044834_0_2_0_2_90_000_200.png-K-044834-3070.png
3071,3071,K-005094-005886-013161-019552_0_2_0_2_70_000_200.png,K-005094,삼남건조수산화알루미늄겔정,"[549, 185, 272, 270]",K-005094-005886-013161-019552_0_2_0_2_70_000_200.png-K-005094-3071.png
3072,3072,K-005094-005886-013161-019552_0_2_0_2_75_000_200.png,K-005094,삼남건조수산화알루미늄겔정,"[112, 818, 284, 282]",K-005094-005886-013161-019552_0_2_0_2_75_000_200.png-K-005094-3072.png
3073,3073,K-005094-005886-013161-019552_0_2_0_2_90_000_200.png,K-005094,삼남건조수산화알루미늄겔정,"[110, 808, 279, 275]",K-005094-005886-013161-019552_0_2_0_2_90_000_200.png-K-005094-3073.png
3074,3074,K-005094-005886-013161-019552_0_2_0_2_70_000_200.png,K-005886,타이레놀이알서방정(아세트아미노펜)(수출용),"[112, 80, 236, 479]",K-005094-005886-013161-019552_0_2_0_2_70_000_200.png-K-005886-3074.png
3075,3075,K-005094-005886-013161-019552_0_2_0_2_90_000_200.png,K-005886,타이레놀이알서방정(아세트아미노펜)(수출용),"[597, 683, 236, 491]",K-005094-005886-013161-019552_0_2_0_2_90_000_200.png-K-005886-3075.png
3076,3076,K-005094-005886-013161-019552_0_2_0_2_70_000_200.png,K-013161,엘스테인캡슐(에르도스테인),"[57, 719, 231, 482]",K-005094-005886-013161-019552_0_2_0_2_70_000_200.png-K-013161-3076.png
3077,3077,K-005094-005886-013161-019552_0_2_0_2_75_000_200.png,K-013161,엘스테인캡슐(에르도스테인),"[643, 39, 243, 489]",K-005094-005886-013161-019552_0_2_0_2_75_000_200.png-K-013161-3077.png
3078,3078,K-005094-005886-013161-019552_0_2_0_2_90_000_200.png,K-013161,엘스테인캡슐(에르도스테인),"[643, 39, 243, 489]",K-005094-005886-013161-019552_0_2_0_2_90_000_200.png-K-013161-3078.png
3079,3079,K-005094-005886-013161-019552_0_2_0_2_70_000_200.png,K-019552,트루비타정 60mg/병,"[446, 663, 416, 422]",K-005094-005886-013161-019552_0_2_0_2_70_000_200.png-K-019552-3079.png
3080,3080,K-005094-005886-013161-019552_0_2_0_2_75_000_200.png,K-019552,트루비타정 60mg/병,"[109, 165, 390, 412]",K-005094-005886-013161-019552_0_2_0_2_75_000_200.png-K-019552-3080.png
3081,3081,K-005094-005886-013161-019552_0_2_0_2_90_000_200.png,K-019552,트루비타정 60mg/병,"[101, 123, 401, 422]",K-005094-005886-013161-019552_0_2_0_2_90_000_200.png-K-019552-3081.png
3082,3082,K-005094-005886-013161-022627_0_2_0_2_70_000_200.png,K-005094,삼남건조수산화알루미늄겔정,"[550, 185, 272, 272]",K-005094-005886-013161-022627_0_2_0_2_70_000_200.png-K-005094-3082.png
3083,3083,K-005094-005886-013161-022627_0_2_0_2_75_000_200.png,K-005094,삼남건조수산화알루미늄겔정,"[113, 818, 283, 282]",K-005094-005886-013161-022627_0_2_0_2_75_000_200.png-K-005094-3083.png
3084,3084,K-005094-005886-013161-022627_0_2_0_2_90_000_200.png,K-005094,삼남건조수산화알루미늄겔정,"[110, 808, 279, 274]",K-005094-005886-013161-022627_0_2_0_2_90_000_200.png-K-005094-3084.png
3085,3085,K-005094-005886-013161-022627_0_2_0_2_70_000_200.png,K-005886,타이레놀이알서방정(아세트아미노펜)(수출용),"[113, 80, 237, 479]",K-005094-005886-013161-022627_0_2_0_2_70_000_200.png-K-005886-3085.png
3086,3086,K-005094-005886-013161-022627_0_2_0_2_75_000_200.png,K-005886,타이레놀이알서방정(아세트아미노펜)(수출용),"[604, 686, 246, 504]",K-005094-005886-013161-022627_0_2_0_2_75_000_200.png-K-005886-3086.png
3087,3087,K-005094-005886-013161-022627_0_2_0_2_90_000_200.png,K-005886,타이레놀이알서방정(아세트아미노펜)(수출용),"[596, 684, 236, 489]",K-005094-005886-013161-022627_0_2_0_2_90_000_200.png-K-005886-3087.png
3088,3088,K-005094-005886-013161-022627_0_2_0_2_70_000_200.png,K-013161,엘스테인캡슐(에르도스테인),"[56, 720, 233, 481]",K-005094-005886-013161-022627_0_2_0_2_70_000_200.png-K-013161-3088.png
3089,3089,K-005094-005886-013161-022627_0_2_0_2_75_000_200.png,K-013161,엘스테인캡슐(에르도스테인),"[642, 35, 245, 493]",K-005094-005886-013161-022627_0_2_0_2_75_000_200.png-K-013161-3089.png
3090,3090,K-005094-005886-013161-022627_0_2_0_2_90_000_200.png,K-013161,엘스테인캡슐(에르도스테인),"[642, 35, 245, 493]",K-005094-005886-013161-022627_0_2_0_2_90_000_200.png-K-013161-3090.png
3091,3091,K-005094-005886-013161-022627_0_2_0_2_70_000_200.png,K-022627,메가파워정 90mg/병,"[435, 636, 297, 449]",K-005094-005886-013161-022627_0_2_0_2_70_000_200.png-K-022627-3091.png
3092,3092,K-005094-005886-013161-022627_0_2_0_2_75_000_200.png,K-022627,메가파워정 90mg/병,"[126, 157, 380, 439]",K-005094-005886-013161-022627_0_2_0_2_75_000_200.png-K-022627-3092.png
3093,3093,K-005094-005886-013161-022627_0_2_0_2_90_000_200.png,K-022627,메가파워정 90mg/병,"[123, 123, 383, 436]",K-005094-005886-013161-022627_0_2_0_2_90_000_200.png-K-022627-3093.png
3094,3094,K-005094-005886-013161-023223_0_2_0_2_70_000_200.png,K-005094,삼남건조수산화알루미늄겔정,"[548, 185, 273, 271]",K-005094-005886-013161-023223_0_2_0_2_70_000_200.png-K-005094-3094.png
3095,3095,K-005094-005886-013161-023223_0_2_0_2_75_000_200.png,K-005094,삼남건조수산화알루미늄겔정,"[112, 817, 284, 283]",K-005094-005886-013161-023223_0_2_0_2_75_000_200.png-K-005094-3095.png
3096,3096,K-005094-005886-013161-023223_0_2_0_2_90_000_200.png,K-005094,삼남건조수산화알루미늄겔정,"[109, 807, 280, 275]",K-005094-005886-013161-023223_0_2_0_2_90_000_200.png-K-005094-3096.png
3097,3097,K-005094-005886-013161-023223_0_2_0_2_70_000_200.png,K-005886,타이레놀이알서방정(아세트아미노펜)(수출용),"[507, 655, 362, 489]",K-005094-005886-013161-023223_0_2_0_2_70_000_200.png-K-005886-3097.png
3098,3098,K-005094-005886-013161-023223_0_2_0_2_75_000_200.png,K-005886,타이레놀이알서방정(아세트아미노펜)(수출용),"[604, 686, 246, 505]",K-005094-005886-013161-023223_0_2_0_2_75_000_200.png-K-005886-3098.png
3099,3099,K-005094-005886-013161-023223_0_2_0_2_90_000_200.png,K-005886,타이레놀이알서방정(아세트아미노펜)(수출용),"[597, 683, 236, 491]",K-005094-005886-013161-023223_0_2_0_2_90_000_200.png-K-005886-3099.png
3100,3100,K-005094-005886-013161-023223_0_2_0_2_70_000_200.png,K-013161,엘스테인캡슐(에르도스테인),"[56, 719, 231, 483]",K-005094-005886-013161-023223_0_2_0_2_70_000_200.png-K-013161-3100.png
3101,3101,K-005094-005886-013161-023223_0_2_0_2_75_000_200.png,K-013161,엘스테인캡슐(에르도스테인),"[642, 35, 245, 493]",K-005094-005886-013161-023223_0_2_0_2_75_000_200.png-K-013161-3101.png
3102,3102,K-005094-005886-013161-023223_0_2_0_2_90_000_200.png,K-013161,엘스테인캡슐(에르도스테인),"[642, 35, 245, 493]",K-005094-005886-013161-023223_0_2_0_2_90_000_200.png-K-013161-3102.png
3103,3103,K-005094-005886-019552-037777_0_2_0_2_70_000_200.png,K-005094,삼남건조수산화알루미늄겔정,"[561, 184, 271, 273]",K-005094-005886-019552-037777_0_2_0_2_70_000_200.png-K-005094-3103.png
3104,3104,K-005094-005886-019552-037777_0_2_0_2_75_000_200.png,K-005094,삼남건조수산화알루미늄겔정,"[101, 817, 283, 282]",K-005094-005886-019552-037777_0_2_0_2_75_000_200.png-K-005094-3104.png
3105,3105,K-005094-005886-019552-037777_0_2_0_2_90_000_200.png,K-005094,삼남건조수산화알루미늄겔정,"[99, 804, 281, 275]",K-005094-005886-019552-037777_0_2_0_2_90_000_200.png-K-005094-3105.png
3106,3106,K-005094-005886-019552-037777_0_2_0_2_70_000_200.png,K-005886,타이레놀이알서방정(아세트아미노펜)(수출용),"[120, 79, 235, 484]",K-005094-005886-019552-037777_0_2_0_2_70_000_200.png-K-005886-3106.png
3107,3107,K-005094-005886-019552-037777_0_2_0_2_75_000_200.png,K-005886,타이레놀이알서방정(아세트아미노펜)(수출용),"[596, 680, 246, 510]",K-005094-005886-019552-037777_0_2_0_2_75_000_200.png-K-005886-3107.png
3108,3108,K-005094-005886-019552-037777_0_2_0_2_90_000_200.png,K-005886,타이레놀이알서방정(아세트아미노펜)(수출용),"[587, 683, 238, 490]",K-005094-005886-019552-037777_0_2_0_2_90_000_200.png-K-005886-3108.png
3109,3109,K-005094-005886-019552-037777_0_2_0_2_70_000_200.png,K-019552,트루비타정 60mg/병,"[498, 690, 424, 417]",K-005094-005886-019552-037777_0_2_0_2_70_000_200.png-K-019552-3109.png
3110,3110,K-005094-005886-019552-037777_0_2_0_2_75_000_200.png,K-019552,트루비타정 60mg/병,"[52, 143, 390, 401]",K-005094-005886-019552-037777_0_2_0_2_75_000_200.png-K-019552-3110.png
3111,3111,K-005094-005886-019552-037777_0_2_0_2_90_000_200.png,K-019552,트루비타정 60mg/병,"[44, 102, 399, 414]",K-005094-005886-019552-037777_0_2_0_2_90_000_200.png-K-019552-3111.png
3112,3112,K-005094-005886-019552-037777_0_2_0_2_70_000_200.png,K-037777,알바스테인캡슐(에르도스테인),"[97, 702, 256, 468]",K-005094-005886-019552-037777_0_2_0_2_70_000_200.png-K-037777-3112.png
3113,3113,K-005094-005886-019552-037777_0_2_0_2_75_000_200.png,K-037777,알바스테인캡슐(에르도스테인),"[584, 70, 258, 477]",K-005094-005886-019552-037777_0_2_0_2_75_000_200.png-K-037777-3113.png
3114,3114,K-005094-005886-019552-037777_0_2_0_2_90_000_200.png,K-037777,알바스테인캡슐(에르도스테인),"[594, 56, 246, 452]",K-005094-005886-019552-037777_0_2_0_2_90_000_200.png-K-037777-3114.png
3115,3115,K-005094-005886-019552-038954_0_2_0_2_70_000_200.png,K-005094,삼남건조수산화알루미늄겔정,"[547, 187, 272, 269]",K-005094-005886-019552-038954_0_2_0_2_70_000_200.png-K-005094-3115.png
3116,3116,K-005094-005886-019552-038954_0_2_0_2_75_000_200.png,K-005094,삼남건조수산화알루미늄겔정,"[113, 818, 284, 283]",K-005094-005886-019552-038954_0_2_0_2_75_000_200.png-K-005094-3116.png
3117,3117,K-005094-005886-019552-038954_0_2_0_2_90_000_200.png,K-005094,삼남건조수산화알루미늄겔정,"[111, 807, 280, 275]",K-005094-005886-019552-038954_0_2_0_2_90_000_200.png-K-005094-3117.png
3118,3118,K-005094-005886-019552-038954_0_2_0_2_70_000_200.png,K-005886,타이레놀이알서방정(아세트아미노펜)(수출용),"[112, 81, 232, 481]",K-005094-005886-019552-038954_0_2_0_2_70_000_200.png-K-005886-3118.png
3119,3119,K-005094-005886-019552-038954_0_2_0_2_75_000_200.png,K-005886,타이레놀이알서방정(아세트아미노펜)(수출용),"[608, 686, 239, 507]",K-005094-005886-019552-038954_0_2_0_2_75_000_200.png-K-005886-3119.png
3120,3120,K-005094-005886-019552-038954_0_2_0_2_90_000_200.png,K-005886,타이레놀이알서방정(아세트아미노펜)(수출용),"[601, 682, 226, 495]",K-005094-005886-019552-038954_0_2_0_2_90_000_200.png-K-005886-3120.png
3121,3121,K-005094-005886-019552-038954_0_2_0_2_70_000_200.png,K-019552,트루비타정 60mg/병,"[464, 675, 440, 394]",K-005094-005886-019552-038954_0_2_0_2_70_000_200.png-K-019552-3121.png
3122,3122,K-005094-005886-019552-038954_0_2_0_2_75_000_200.png,K-019552,트루비타정 60mg/병,"[66, 180, 417, 383]",K-005094-005886-019552-038954_0_2_0_2_75_000_200.png-K-019552-3122.png
3123,3123,K-005094-005886-019552-038954_0_2_0_2_90_000_200.png,K-019552,트루비타정 60mg/병,"[60, 145, 426, 385]",K-005094-005886-019552-038954_0_2_0_2_90_000_200.png-K-019552-3123.png
3124,3124,K-005094-005886-019552-038954_0_2_0_2_70_000_200.png,K-038954,뮤코원캡슐(에르도스테인),"[73, 688, 251, 471]",K-005094-005886-019552-038954_0_2_0_2_70_000_200.png-K-038954-3124.png
3125,3125,K-005094-005886-019552-038954_0_2_0_2_75_000_200.png,K-038954,뮤코원캡슐(에르도스테인),"[602, 91, 261, 460]",K-005094-005886-019552-038954_0_2_0_2_75_000_200.png-K-038954-3125.png
3126,3126,K-005094-005886-019552-038954_0_2_0_2_90_000_200.png,K-038954,뮤코원캡슐(에르도스테인),"[616, 64, 251, 463]",K-005094-005886-019552-038954_0_2_0_2_90_000_200.png-K-038954-3126.png
3127,3127,K-005094-005886-019552-044834_0_2_0_2_70_000_200.png,K-005094,삼남건조수산화알루미늄겔정,"[548, 187, 274, 269]",K-005094-005886-019552-044834_0_2_0_2_70_000_200.png-K-005094-3127.png
3128,3128,K-005094-005886-019552-044834_0_2_0_2_75_000_200.png,K-005094,삼남건조수산화알루미늄겔정,"[113, 818, 283, 282]",K-005094-005886-019552-044834_0_2_0_2_75_000_200.png-K-005094-3128.png
3129,3129,K-005094-005886-019552-044834_0_2_0_2_90_000_200.png,K-005094,삼남건조수산화알루미늄겔정,"[110, 805, 279, 276]",K-005094-005886-019552-044834_0_2_0_2_90_000_200.png-K-005094-3129.png
3130,3130,K-005094-005886-019552-044834_0_2_0_2_70_000_200.png,K-005886,타이레놀이알서방정(아세트아미노펜)(수출용),"[115, 82, 230, 477]",K-005094-005886-019552-044834_0_2_0_2_70_000_200.png-K-005886-3130.png
3131,3131,K-005094-005886-019552-044834_0_2_0_2_75_000_200.png,K-005886,타이레놀이알서방정(아세트아미노펜)(수출용),"[606, 696, 239, 507]",K-005094-005886-019552-044834_0_2_0_2_75_000_200.png-K-005886-3131.png
3132,3132,K-005094-005886-019552-044834_0_2_0_2_90_000_200.png,K-005886,타이레놀이알서방정(아세트아미노펜)(수출용),"[598, 683, 230, 493]",K-005094-005886-019552-044834_0_2_0_2_90_000_200.png-K-005886-3132.png
3133,3133,K-005094-005886-019552-044834_0_2_0_2_75_000_200.png,K-019552,트루비타정 60mg/병,"[91, 141, 305, 512]",K-005094-005886-019552-044834_0_2_0_2_75_000_200.png-K-019552-3133.png
3134,3134,K-005094-005886-019552-044834_0_2_0_2_90_000_200.png,K-019552,트루비타정 60mg/병,"[87, 121, 308, 501]",K-005094-005886-019552-044834_0_2_0_2_90_000_200.png-K-019552-3134.png
3135,3135,K-005094-005886-019552-044834_0_2_0_2_70_000_200.png,K-044834,엘스테인정(에르도스테인),"[88, 759, 283, 281]",K-005094-005886-019552-044834_0_2_0_2_70_000_200.png-K-044834-3135.png
3136,3136,K-005094-005886-019552-044834_0_2_0_2_75_000_200.png,K-044834,엘스테인정(에르도스테인),"[564, 229, 267, 269]",K-005094-005886-019552-044834_0_2_0_2_75_000_200.png-K-044834-3136.png
3137,3137,K-005094-005886-019552-044834_0_2_0_2_90_000_200.png,K-044834,엘스테인정(에르도스테인),"[569, 193, 273, 273]",K-005094-005886-019552-044834_0_2_0_2_90_000_200.png-K-044834-3137.png
3138,3138,K-005094-005886-022627-037777_0_2_0_2_70_000_200.png,K-005094,삼남건조수산화알루미늄겔정,"[560, 184, 270, 272]",K-005094-005886-022627-037777_0_2_0_2_70_000_200.png-K-005094-3138.png
3139,3139,K-005094-005886-022627-037777_0_2_0_2_75_000_200.png,K-005094,삼남건조수산화알루미늄겔정,"[101, 817, 285, 282]",K-005094-005886-022627-037777_0_2_0_2_75_000_200.png-K-005094-3139.png
3140,3140,K-005094-005886-022627-037777_0_2_0_2_90_000_200.png,K-005094,삼남건조수산화알루미늄겔정,"[98, 804, 282, 277]",K-005094-005886-022627-037777_0_2_0_2_90_000_200.png-K-005094-3140.png
3141,3141,K-005094-005886-022627-037777_0_2_0_2_70_000_200.png,K-005886,타이레놀이알서방정(아세트아미노펜)(수출용),"[122, 78, 234, 485]",K-005094-005886-022627-037777_0_2_0_2_70_000_200.png-K-005886-3141.png
3142,3142,K-005094-005886-022627-037777_0_2_0_2_75_000_200.png,K-005886,타이레놀이알서방정(아세트아미노펜)(수출용),"[595, 684, 247, 503]",K-005094-005886-022627-037777_0_2_0_2_75_000_200.png-K-005886-3142.png
3143,3143,K-005094-005886-022627-037777_0_2_0_2_90_000_200.png,K-005886,타이레놀이알서방정(아세트아미노펜)(수출용),"[587, 677, 239, 496]",K-005094-005886-022627-037777_0_2_0_2_90_000_200.png-K-005886-3143.png
3144,3144,K-005094-005886-022627-037777_0_2_0_2_70_000_200.png,K-022627,메가파워정 90mg/병,"[536, 686, 329, 492]",K-005094-005886-022627-037777_0_2_0_2_70_000_200.png-K-022627-3144.png
3145,3145,K-005094-005886-022627-037777_0_2_0_2_75_000_200.png,K-022627,메가파워정 90mg/병,"[91, 51, 312, 500]",K-005094-005886-022627-037777_0_2_0_2_75_000_200.png-K-022627-3145.png
3146,3146,K-005094-005886-022627-037777_0_2_0_2_70_000_200.png,K-037777,알바스테인캡슐(에르도스테인),"[97, 702, 255, 469]",K-005094-005886-022627-037777_0_2_0_2_70_000_200.png-K-037777-3146.png
3147,3147,K-005094-005886-022627-037777_0_2_0_2_75_000_200.png,K-037777,알바스테인캡슐(에르도스테인),"[583, 64, 265, 485]",K-005094-005886-022627-037777_0_2_0_2_75_000_200.png-K-037777-3147.png
3148,3148,K-005094-005886-022627-037777_0_2_0_2_90_000_200.png,K-037777,알바스테인캡슐(에르도스테인),"[594, 57, 249, 461]",K-005094-005886-022627-037777_0_2_0_2_90_000_200.png-K-037777-3148.png
3149,3149,K-005094-005886-022627-038954_0_2_0_2_70_000_200.png,K-005094,삼남건조수산화알루미늄겔정,"[547, 185, 274, 271]",K-005094-005886-022627-038954_0_2_0_2_70_000_200.png-K-005094-3149.png
3150,3150,K-005094-005886-022627-038954_0_2_0_2_75_000_200.png,K-005094,삼남건조수산화알루미늄겔정,"[113, 818, 284, 282]",K-005094-005886-022627-038954_0_2_0_2_75_000_200.png-K-005094-3150.png
3151,3151,K-005094-005886-022627-038954_0_2_0_2_90_000_200.png,K-005094,삼남건조수산화알루미늄겔정,"[111, 808, 280, 273]",K-005094-005886-022627-038954_0_2_0_2_90_000_200.png-K-005094-3151.png
3152,3152,K-005094-005886-022627-038954_0_2_0_2_70_000_200.png,K-005886,타이레놀이알서방정(아세트아미노펜)(수출용),"[112, 80, 233, 481]",K-005094-005886-022627-038954_0_2_0_2_70_000_200.png-K-005886-3152.png
3153,3153,K-005094-005886-022627-038954_0_2_0_2_75_000_200.png,K-005886,타이레놀이알서방정(아세트아미노펜)(수출용),"[607, 685, 238, 508]",K-005094-005886-022627-038954_0_2_0_2_75_000_200.png-K-005886-3153.png
3154,3154,K-005094-005886-022627-038954_0_2_0_2_90_000_200.png,K-005886,타이레놀이알서방정(아세트아미노펜)(수출용),"[598, 684, 233, 490]",K-005094-005886-022627-038954_0_2_0_2_90_000_200.png-K-005886-3154.png
3155,3155,K-005094-005886-022627-038954_0_2_0_2_70_000_200.png,K-022627,메가파워정 90mg/병,"[453, 670, 434, 402]",K-005094-005886-022627-038954_0_2_0_2_70_000_200.png-K-022627-3155.png
3156,3156,K-005094-005886-022627-038954_0_2_0_2_75_000_200.png,K-022627,메가파워정 90mg/병,"[75, 170, 415, 396]",K-005094-005886-022627-038954_0_2_0_2_75_000_200.png-K-022627-3156.png
3157,3157,K-005094-005886-022627-038954_0_2_0_2_90_000_200.png,K-022627,메가파워정 90mg/병,"[64, 142, 427, 387]",K-005094-005886-022627-038954_0_2_0_2_90_000_200.png-K-022627-3157.png
3158,3158,K-005094-005886-022627-038954_0_2_0_2_70_000_200.png,K-038954,뮤코원캡슐(에르도스테인),"[74, 688, 250, 473]",K-005094-005886-022627-038954_0_2_0_2_70_000_200.png-K-038954-3158.png
3159,3159,K-005094-005886-022627-038954_0_2_0_2_75_000_200.png,K-038954,뮤코원캡슐(에르도스테인),"[606, 86, 260, 466]",K-005094-005886-022627-038954_0_2_0_2_75_000_200.png-K-038954-3159.png
3160,3160,K-005094-005886-022627-038954_0_2_0_2_90_000_200.png,K-038954,뮤코원캡슐(에르도스테인),"[617, 61, 250, 464]",K-005094-005886-022627-038954_0_2_0_2_90_000_200.png-K-038954-3160.png
3161,3161,K-005094-005886-022627-044834_0_2_0_2_70_000_200.png,K-005094,삼남건조수산화알루미늄겔정,"[548, 186, 273, 270]",K-005094-005886-022627-044834_0_2_0_2_70_000_200.png-K-005094-3161.png
3162,3162,K-005094-005886-022627-044834_0_2_0_2_75_000_200.png,K-005094,삼남건조수산화알루미늄겔정,"[113, 817, 282, 283]",K-005094-005886-022627-044834_0_2_0_2_75_000_200.png-K-005094-3162.png
3163,3163,K-005094-005886-022627-044834_0_2_0_2_90_000_200.png,K-005094,삼남건조수산화알루미늄겔정,"[109, 806, 279, 276]",K-005094-005886-022627-044834_0_2_0_2_90_000_200.png-K-005094-3163.png
3164,3164,K-005094-005886-022627-044834_0_2_0_2_70_000_200.png,K-005886,타이레놀이알서방정(아세트아미노펜)(수출용),"[115, 80, 230, 479]",K-005094-005886-022627-044834_0_2_0_2_70_000_200.png-K-005886-3164.png
3165,3165,K-005094-005886-022627-044834_0_2_0_2_75_000_200.png,K-005886,타이레놀이알서방정(아세트아미노펜)(수출용),"[606, 686, 240, 506]",K-005094-005886-022627-044834_0_2_0_2_75_000_200.png-K-005886-3165.png
3166,3166,K-005094-005886-022627-044834_0_2_0_2_90_000_200.png,K-005886,타이레놀이알서방정(아세트아미노펜)(수출용),"[598, 683, 230, 493]",K-005094-005886-022627-044834_0_2_0_2_90_000_200.png-K-005886-3166.png
3167,3167,K-005094-005886-022627-044834_0_2_0_2_70_000_200.png,K-022627,메가파워정 90mg/병,"[517, 675, 355, 489]",K-005094-005886-022627-044834_0_2_0_2_70_000_200.png-K-022627-3167.png
